NOC,Sport,Adeptness
NEP,Boxing,
NEP,Breaking,
NEP,Canoe Slalom,
NEP,Canoe Sprint,
NEP,Canoeing,
NEP,Cricket,
NEP,Croquet,
NEP,Cycling,
NEP,Cycling BMX Freestyle,
NEP,Cycling BMX Racing,
NEP,Cycling Mountain Bike,
NEP,Cycling Road,
NEP,Cycling Track,
NEP,Diving,
NEP,Equestrian,
NEP,Equestrianism,
NEP,Fencing,
NEP,Figure Skating,
NEP,Football,
NEP,Golf,
NEP,Gymnastics,
NEP,Handball,
NEP,Hockey,
NEP,Ice Hockey,
NEP,Jeu De Paume,
NEP,Judo,
NEP,Karate,
NEP,Lacrosse,
NEP,Marathon Swimming,
NEP,Modern Pentathlon,
NEP,Motorboating,
NEP,Polo,
NEP,Racquets,
NEP,Rhythmic Gymnastics,
NEP,Roque,
NEP,Rowing,
NEP,Rugby,
NEP,Rugby Sevens,
NEP,Sailing,
NEP,Shooting,
NEP,Skateboarding,
NEP,Softball,
NEP,Sport Climbing,
NEP,Surfing,
NEP,Swimming,
NEP,Synchronized Swimming,
NEP,Table Tennis,
NEP,Taekwondo,
NEP,Tennis,
NEP,Trampoline Gymnastics,
NEP,Trampolining,
NEP,Triathlon,
NEP,Tug-Of-War,
NEP,Volleyball,
NEP,Water Polo,
NEP,Weightlifting,
NEP,Wrestling,
MGL,Judo,0.015915119363395226
MGL,Wrestling,0.006944444444444444
MGL,Boxing,0.006679389312977099
MGL,Shooting,0.0015037593984962407
MGL,3x3 Basketball,
MGL,Aeronautics,
MGL,Alpinism,
MGL,Archery,
MGL,Art Competitions,
MGL,Artistic Gymnastics,
MGL,Artistic Swimming,
MGL,Athletics,
MGL,Badminton,
MGL,Baseball,
MGL,Baseball/Softball,
MGL,Basketball,
MGL,Basque Pelota,
MGL,Beach Volleyball,
MGL,Breaking,
MGL,Canoe Slalom,
MGL,Canoe Sprint,
MGL,Canoeing,
MGL,Cricket,
MGL,Croquet,
MGL,Cycling,
MGL,Cycling BMX Freestyle,
MGL,Cycling BMX Racing,
MGL,Cycling Mountain Bike,
MGL,Cycling Road,
MGL,Cycling Track,
MGL,Diving,
MGL,Equestrian,
MGL,Equestrianism,
MGL,Fencing,
MGL,Figure Skating,
MGL,Football,
MGL,Golf,
MGL,Gymnastics,
MGL,Handball,
MGL,Hockey,
MGL,Ice Hockey,
MGL,Jeu De Paume,
MGL,Karate,
MGL,Lacrosse,
MGL,Marathon Swimming,
MGL,Modern Pentathlon,
MGL,Motorboating,
MGL,Polo,
MGL,Racquets,
MGL,Rhythmic Gymnastics,
MGL,Roque,
MGL,Rowing,
MGL,Rugby,
MGL,Rugby Sevens,
MGL,Sailing,
MGL,Skateboarding,
MGL,Softball,
MGL,Sport Climbing,
MGL,Surfing,
MGL,Swimming,
MGL,Synchronized Swimming,
MGL,Table Tennis,
MGL,Taekwondo,
MGL,Tennis,
MGL,Trampoline Gymnastics,
MGL,Trampolining,
MGL,Triathlon,
MGL,Tug-Of-War,
MGL,Volleyball,
MGL,Water Polo,
MGL,Weightlifting,
AUT,Sport Climbing,0.16666666666666666
AUT,Art Competitions,0.0641025641025641
AUT,Cycling Road,0.05
AUT,Karate,0.03125
AUT,Canoeing,0.018025751072961373
AUT,Handball,0.01765650080256822
AUT,Triathlon,0.017543859649122806
AUT,Weightlifting,0.01532033426183844
AUT,Sailing,0.011476664116296864
AUT,Judo,0.010610079575596816
AUT,Football,0.007119386637458927
AUT,Fencing,0.00676730869338886
AUT,Equestrianism,0.0062176165803108805
AUT,Shooting,0.006015037593984963
AUT,Tennis,0.005154639175257732
AUT,Swimming,0.004900547708273278
AUT,Wrestling,0.004166666666666667
AUT,Rowing,0.003093102381688834
AUT,Cycling,0.0023752969121140144
AUT,Diving,0.002004008016032064
AUT,Athletics,0.001806276811921427
AUT,Gymnastics,0.0013315579227696406
AUT,3x3 Basketball,
AUT,Aeronautics,
AUT,Alpinism,
AUT,Archery,
AUT,Artistic Gymnastics,
AUT,Artistic Swimming,
AUT,Badminton,
AUT,Baseball,
AUT,Baseball/Softball,
AUT,Basketball,
AUT,Basque Pelota,
AUT,Beach Volleyball,
AUT,Boxing,
AUT,Breaking,
AUT,Canoe Slalom,
AUT,Canoe Sprint,
AUT,Cricket,
AUT,Croquet,
AUT,Cycling BMX Freestyle,
AUT,Cycling BMX Racing,
AUT,Cycling Mountain Bike,
AUT,Cycling Track,
AUT,Equestrian,
AUT,Figure Skating,
AUT,Golf,
AUT,Hockey,
AUT,Ice Hockey,
AUT,Jeu De Paume,
AUT,Lacrosse,
AUT,Marathon Swimming,
AUT,Modern Pentathlon,
AUT,Motorboating,
AUT,Polo,
AUT,Racquets,
AUT,Rhythmic Gymnastics,
AUT,Roque,
AUT,Rugby,
AUT,Rugby Sevens,
AUT,Skateboarding,
AUT,Softball,
AUT,Surfing,
AUT,Synchronized Swimming,
AUT,Table Tennis,
AUT,Taekwondo,
AUT,Trampoline Gymnastics,
AUT,Trampolining,
AUT,Tug-Of-War,
AUT,Volleyball,
AUT,Water Polo,
PLW,3x3 Basketball,
PLW,Aeronautics,
PLW,Alpinism,
PLW,Archery,
PLW,Art Competitions,
PLW,Artistic Gymnastics,
PLW,Artistic Swimming,
PLW,Athletics,
PLW,Badminton,
PLW,Baseball,
PLW,Baseball/Softball,
PLW,Basketball,
PLW,Basque Pelota,
PLW,Beach Volleyball,
PLW,Boxing,
PLW,Breaking,
PLW,Canoe Slalom,
PLW,Canoe Sprint,
PLW,Canoeing,
PLW,Cricket,
PLW,Croquet,
PLW,Cycling,
PLW,Cycling BMX Freestyle,
PLW,Cycling BMX Racing,
PLW,Cycling Mountain Bike,
PLW,Cycling Road,
PLW,Cycling Track,
PLW,Diving,
PLW,Equestrian,
PLW,Equestrianism,
PLW,Fencing,
PLW,Figure Skating,
PLW,Football,
PLW,Golf,
PLW,Gymnastics,
PLW,Handball,
PLW,Hockey,
PLW,Ice Hockey,
PLW,Jeu De Paume,
PLW,Judo,
PLW,Karate,
PLW,Lacrosse,
PLW,Marathon Swimming,
PLW,Modern Pentathlon,
PLW,Motorboating,
PLW,Polo,
PLW,Racquets,
PLW,Rhythmic Gymnastics,
PLW,Roque,
PLW,Rowing,
PLW,Rugby,
PLW,Rugby Sevens,
PLW,Sailing,
PLW,Shooting,
PLW,Skateboarding,
PLW,Softball,
PLW,Sport Climbing,
PLW,Surfing,
PLW,Swimming,
PLW,Synchronized Swimming,
PLW,Table Tennis,
PLW,Taekwondo,
PLW,Tennis,
PLW,Trampoline Gymnastics,
PLW,Trampolining,
PLW,Triathlon,
PLW,Tug-Of-War,
PLW,Volleyball,
PLW,Water Polo,
PLW,Weightlifting,
PLW,Wrestling,
LTU,Breaking,0.16666666666666666
LTU,3x3 Basketball,0.08333333333333333
LTU,Basketball,0.028641571194762683
LTU,Modern Pentathlon,0.025252525252525252
LTU,Canoeing,0.002575107296137339
LTU,Rowing,0.0021651716671821837
LTU,Weightlifting,0.001392757660167131
LTU,Wrestling,0.001388888888888889
LTU,Athletics,0.0013547076089410702
LTU,Boxing,0.0009541984732824427
LTU,Cycling,0.000791765637371338
LTU,Sailing,0.0007651109410864575
LTU,Shooting,0.0007518796992481203
LTU,Swimming,0.0002882675122513693
LTU,Aeronautics,
LTU,Alpinism,
LTU,Archery,
LTU,Art Competitions,
LTU,Artistic Gymnastics,
LTU,Artistic Swimming,
LTU,Badminton,
LTU,Baseball,
LTU,Baseball/Softball,
LTU,Basque Pelota,
LTU,Beach Volleyball,
LTU,Canoe Slalom,
LTU,Canoe Sprint,
LTU,Cricket,
LTU,Croquet,
LTU,Cycling BMX Freestyle,
LTU,Cycling BMX Racing,
LTU,Cycling Mountain Bike,
LTU,Cycling Road,
LTU,Cycling Track,
LTU,Diving,
LTU,Equestrian,
LTU,Equestrianism,
LTU,Fencing,
LTU,Figure Skating,
LTU,Football,
LTU,Golf,
LTU,Gymnastics,
LTU,Handball,
LTU,Hockey,
LTU,Ice Hockey,
LTU,Jeu De Paume,
LTU,Judo,
LTU,Karate,
LTU,Lacrosse,
LTU,Marathon Swimming,
LTU,Motorboating,
LTU,Polo,
LTU,Racquets,
LTU,Rhythmic Gymnastics,
LTU,Roque,
LTU,Rugby,
LTU,Rugby Sevens,
LTU,Skateboarding,
LTU,Softball,
LTU,Sport Climbing,
LTU,Surfing,
LTU,Synchronized Swimming,
LTU,Table Tennis,
LTU,Taekwondo,
LTU,Tennis,
LTU,Trampoline Gymnastics,
LTU,Trampolining,
LTU,Triathlon,
LTU,Tug-Of-War,
LTU,Volleyball,
LTU,Water Polo,
TOG,Canoeing,0.0008583690987124463
TOG,3x3 Basketball,
TOG,Aeronautics,
TOG,Alpinism,
TOG,Archery,
TOG,Art Competitions,
TOG,Artistic Gymnastics,
TOG,Artistic Swimming,
TOG,Athletics,
TOG,Badminton,
TOG,Baseball,
TOG,Baseball/Softball,
TOG,Basketball,
TOG,Basque Pelota,
TOG,Beach Volleyball,
TOG,Boxing,
TOG,Breaking,
TOG,Canoe Slalom,
TOG,Canoe Sprint,
TOG,Cricket,
TOG,Croquet,
TOG,Cycling,
TOG,Cycling BMX Freestyle,
TOG,Cycling BMX Racing,
TOG,Cycling Mountain Bike,
TOG,Cycling Road,
TOG,Cycling Track,
TOG,Diving,
TOG,Equestrian,
TOG,Equestrianism,
TOG,Fencing,
TOG,Figure Skating,
TOG,Football,
TOG,Golf,
TOG,Gymnastics,
TOG,Handball,
TOG,Hockey,
TOG,Ice Hockey,
TOG,Jeu De Paume,
TOG,Judo,
TOG,Karate,
TOG,Lacrosse,
TOG,Marathon Swimming,
TOG,Modern Pentathlon,
TOG,Motorboating,
TOG,Polo,
TOG,Racquets,
TOG,Rhythmic Gymnastics,
TOG,Roque,
TOG,Rowing,
TOG,Rugby,
TOG,Rugby Sevens,
TOG,Sailing,
TOG,Shooting,
TOG,Skateboarding,
TOG,Softball,
TOG,Sport Climbing,
TOG,Surfing,
TOG,Swimming,
TOG,Synchronized Swimming,
TOG,Table Tennis,
TOG,Taekwondo,
TOG,Tennis,
TOG,Trampoline Gymnastics,
TOG,Trampolining,
TOG,Triathlon,
TOG,Tug-Of-War,
TOG,Volleyball,
TOG,Water Polo,
TOG,Weightlifting,
TOG,Wrestling,
NAM,Athletics,0.001128923007450892
NAM,3x3 Basketball,
NAM,Aeronautics,
NAM,Alpinism,
NAM,Archery,
NAM,Art Competitions,
NAM,Artistic Gymnastics,
NAM,Artistic Swimming,
NAM,Badminton,
NAM,Baseball,
NAM,Baseball/Softball,
NAM,Basketball,
NAM,Basque Pelota,
NAM,Beach Volleyball,
NAM,Boxing,
NAM,Breaking,
NAM,Canoe Slalom,
NAM,Canoe Sprint,
NAM,Canoeing,
NAM,Cricket,
NAM,Croquet,
NAM,Cycling,
NAM,Cycling BMX Freestyle,
NAM,Cycling BMX Racing,
NAM,Cycling Mountain Bike,
NAM,Cycling Road,
NAM,Cycling Track,
NAM,Diving,
NAM,Equestrian,
NAM,Equestrianism,
NAM,Fencing,
NAM,Figure Skating,
NAM,Football,
NAM,Golf,
NAM,Gymnastics,
NAM,Handball,
NAM,Hockey,
NAM,Ice Hockey,
NAM,Jeu De Paume,
NAM,Judo,
NAM,Karate,
NAM,Lacrosse,
NAM,Marathon Swimming,
NAM,Modern Pentathlon,
NAM,Motorboating,
NAM,Polo,
NAM,Racquets,
NAM,Rhythmic Gymnastics,
NAM,Roque,
NAM,Rowing,
NAM,Rugby,
NAM,Rugby Sevens,
NAM,Sailing,
NAM,Shooting,
NAM,Skateboarding,
NAM,Softball,
NAM,Sport Climbing,
NAM,Surfing,
NAM,Swimming,
NAM,Synchronized Swimming,
NAM,Table Tennis,
NAM,Taekwondo,
NAM,Tennis,
NAM,Trampoline Gymnastics,
NAM,Trampolining,
NAM,Triathlon,
NAM,Tug-Of-War,
NAM,Volleyball,
NAM,Water Polo,
NAM,Weightlifting,
NAM,Wrestling,
AHO,Sailing,0.0007651109410864575
AHO,3x3 Basketball,
AHO,Aeronautics,
AHO,Alpinism,
AHO,Archery,
AHO,Art Competitions,
AHO,Artistic Gymnastics,
AHO,Artistic Swimming,
AHO,Athletics,
AHO,Badminton,
AHO,Baseball,
AHO,Baseball/Softball,
AHO,Basketball,
AHO,Basque Pelota,
AHO,Beach Volleyball,
AHO,Boxing,
AHO,Breaking,
AHO,Canoe Slalom,
AHO,Canoe Sprint,
AHO,Canoeing,
AHO,Cricket,
AHO,Croquet,
AHO,Cycling,
AHO,Cycling BMX Freestyle,
AHO,Cycling BMX Racing,
AHO,Cycling Mountain Bike,
AHO,Cycling Road,
AHO,Cycling Track,
AHO,Diving,
AHO,Equestrian,
AHO,Equestrianism,
AHO,Fencing,
AHO,Figure Skating,
AHO,Football,
AHO,Golf,
AHO,Gymnastics,
AHO,Handball,
AHO,Hockey,
AHO,Ice Hockey,
AHO,Jeu De Paume,
AHO,Judo,
AHO,Karate,
AHO,Lacrosse,
AHO,Marathon Swimming,
AHO,Modern Pentathlon,
AHO,Motorboating,
AHO,Polo,
AHO,Racquets,
AHO,Rhythmic Gymnastics,
AHO,Roque,
AHO,Rowing,
AHO,Rugby,
AHO,Rugby Sevens,
AHO,Shooting,
AHO,Skateboarding,
AHO,Softball,
AHO,Sport Climbing,
AHO,Surfing,
AHO,Swimming,
AHO,Synchronized Swimming,
AHO,Table Tennis,
AHO,Taekwondo,
AHO,Tennis,
AHO,Trampoline Gymnastics,
AHO,Trampolining,
AHO,Triathlon,
AHO,Tug-Of-War,
AHO,Volleyball,
AHO,Water Polo,
AHO,Weightlifting,
AHO,Wrestling,
UKR,Artistic Swimming,0.15873015873015872
UKR,Trampolining,0.06666666666666667
UKR,Karate,0.0625
UKR,Canoe Sprint,0.0390625
UKR,Rhythmic Gymnastics,0.02976190476190476
UKR,Archery,0.01937046004842615
UKR,Wrestling,0.015277777777777777
UKR,Boxing,0.015267175572519083
UKR,Handball,0.012038523274478331
UKR,Weightlifting,0.011142061281337047
UKR,Canoeing,0.010300429184549357
UKR,Gymnastics,0.010208610741233911
UKR,Modern Pentathlon,0.010101010101010102
UKR,Fencing,0.009370119729307652
UKR,Sailing,0.008416220351951033
UKR,Shooting,0.008270676691729323
UKR,Diving,0.008016032064128256
UKR,Artistic Gymnastics,0.0078125
UKR,Cycling Track,0.005952380952380952
UKR,Athletics,0.0056446150372544595
UKR,Judo,0.005305039787798408
UKR,Cycling,0.004750593824228029
UKR,Rowing,0.0037117228580266005
UKR,Swimming,0.0025944076102623233
UKR,Tennis,0.002577319587628866
UKR,3x3 Basketball,
UKR,Aeronautics,
UKR,Alpinism,
UKR,Art Competitions,
UKR,Badminton,
UKR,Baseball,
UKR,Baseball/Softball,
UKR,Basketball,
UKR,Basque Pelota,
UKR,Beach Volleyball,
UKR,Breaking,
UKR,Canoe Slalom,
UKR,Cricket,
UKR,Croquet,
UKR,Cycling BMX Freestyle,
UKR,Cycling BMX Racing,
UKR,Cycling Mountain Bike,
UKR,Cycling Road,
UKR,Equestrian,
UKR,Equestrianism,
UKR,Figure Skating,
UKR,Football,
UKR,Golf,
UKR,Hockey,
UKR,Ice Hockey,
UKR,Jeu De Paume,
UKR,Lacrosse,
UKR,Marathon Swimming,
UKR,Motorboating,
UKR,Polo,
UKR,Racquets,
UKR,Roque,
UKR,Rugby,
UKR,Rugby Sevens,
UKR,Skateboarding,
UKR,Softball,
UKR,Sport Climbing,
UKR,Surfing,
UKR,Synchronized Swimming,
UKR,Table Tennis,
UKR,Taekwondo,
UKR,Trampoline Gymnastics,
UKR,Triathlon,
UKR,Tug-Of-War,
UKR,Volleyball,
UKR,Water Polo,
ISL,Handball,0.011235955056179775
ISL,Judo,0.001326259946949602
ISL,Athletics,0.0004515692029803567
ISL,3x3 Basketball,
ISL,Aeronautics,
ISL,Alpinism,
ISL,Archery,
ISL,Art Competitions,
ISL,Artistic Gymnastics,
ISL,Artistic Swimming,
ISL,Badminton,
ISL,Baseball,
ISL,Baseball/Softball,
ISL,Basketball,
ISL,Basque Pelota,
ISL,Beach Volleyball,
ISL,Boxing,
ISL,Breaking,
ISL,Canoe Slalom,
ISL,Canoe Sprint,
ISL,Canoeing,
ISL,Cricket,
ISL,Croquet,
ISL,Cycling,
ISL,Cycling BMX Freestyle,
ISL,Cycling BMX Racing,
ISL,Cycling Mountain Bike,
ISL,Cycling Road,
ISL,Cycling Track,
ISL,Diving,
ISL,Equestrian,
ISL,Equestrianism,
ISL,Fencing,
ISL,Figure Skating,
ISL,Football,
ISL,Golf,
ISL,Gymnastics,
ISL,Hockey,
ISL,Ice Hockey,
ISL,Jeu De Paume,
ISL,Karate,
ISL,Lacrosse,
ISL,Marathon Swimming,
ISL,Modern Pentathlon,
ISL,Motorboating,
ISL,Polo,
ISL,Racquets,
ISL,Rhythmic Gymnastics,
ISL,Roque,
ISL,Rowing,
ISL,Rugby,
ISL,Rugby Sevens,
ISL,Sailing,
ISL,Shooting,
ISL,Skateboarding,
ISL,Softball,
ISL,Sport Climbing,
ISL,Surfing,
ISL,Swimming,
ISL,Synchronized Swimming,
ISL,Table Tennis,
ISL,Taekwondo,
ISL,Tennis,
ISL,Trampoline Gymnastics,
ISL,Trampolining,
ISL,Triathlon,
ISL,Tug-Of-War,
ISL,Volleyball,
ISL,Water Polo,
ISL,Weightlifting,
ISL,Wrestling,
ASA,3x3 Basketball,
ASA,Aeronautics,
ASA,Alpinism,
ASA,Archery,
ASA,Art Competitions,
ASA,Artistic Gymnastics,
ASA,Artistic Swimming,
ASA,Athletics,
ASA,Badminton,
ASA,Baseball,
ASA,Baseball/Softball,
ASA,Basketball,
ASA,Basque Pelota,
ASA,Beach Volleyball,
ASA,Boxing,
ASA,Breaking,
ASA,Canoe Slalom,
ASA,Canoe Sprint,
ASA,Canoeing,
ASA,Cricket,
ASA,Croquet,
ASA,Cycling,
ASA,Cycling BMX Freestyle,
ASA,Cycling BMX Racing,
ASA,Cycling Mountain Bike,
ASA,Cycling Road,
ASA,Cycling Track,
ASA,Diving,
ASA,Equestrian,
ASA,Equestrianism,
ASA,Fencing,
ASA,Figure Skating,
ASA,Football,
ASA,Golf,
ASA,Gymnastics,
ASA,Handball,
ASA,Hockey,
ASA,Ice Hockey,
ASA,Jeu De Paume,
ASA,Judo,
ASA,Karate,
ASA,Lacrosse,
ASA,Marathon Swimming,
ASA,Modern Pentathlon,
ASA,Motorboating,
ASA,Polo,
ASA,Racquets,
ASA,Rhythmic Gymnastics,
ASA,Roque,
ASA,Rowing,
ASA,Rugby,
ASA,Rugby Sevens,
ASA,Sailing,
ASA,Shooting,
ASA,Skateboarding,
ASA,Softball,
ASA,Sport Climbing,
ASA,Surfing,
ASA,Swimming,
ASA,Synchronized Swimming,
ASA,Table Tennis,
ASA,Taekwondo,
ASA,Tennis,
ASA,Trampoline Gymnastics,
ASA,Trampolining,
ASA,Triathlon,
ASA,Tug-Of-War,
ASA,Volleyball,
ASA,Water Polo,
ASA,Weightlifting,
ASA,Wrestling,
SAM,3x3 Basketball,
SAM,Aeronautics,
SAM,Alpinism,
SAM,Archery,
SAM,Art Competitions,
SAM,Artistic Gymnastics,
SAM,Artistic Swimming,
SAM,Athletics,
SAM,Badminton,
SAM,Baseball,
SAM,Baseball/Softball,
SAM,Basketball,
SAM,Basque Pelota,
SAM,Beach Volleyball,
SAM,Boxing,
SAM,Breaking,
SAM,Canoe Slalom,
SAM,Canoe Sprint,
SAM,Canoeing,
SAM,Cricket,
SAM,Croquet,
SAM,Cycling,
SAM,Cycling BMX Freestyle,
SAM,Cycling BMX Racing,
SAM,Cycling Mountain Bike,
SAM,Cycling Road,
SAM,Cycling Track,
SAM,Diving,
SAM,Equestrian,
SAM,Equestrianism,
SAM,Fencing,
SAM,Figure Skating,
SAM,Football,
SAM,Golf,
SAM,Gymnastics,
SAM,Handball,
SAM,Hockey,
SAM,Ice Hockey,
SAM,Jeu De Paume,
SAM,Judo,
SAM,Karate,
SAM,Lacrosse,
SAM,Marathon Swimming,
SAM,Modern Pentathlon,
SAM,Motorboating,
SAM,Polo,
SAM,Racquets,
SAM,Rhythmic Gymnastics,
SAM,Roque,
SAM,Rowing,
SAM,Rugby,
SAM,Rugby Sevens,
SAM,Sailing,
SAM,Shooting,
SAM,Skateboarding,
SAM,Softball,
SAM,Sport Climbing,
SAM,Surfing,
SAM,Swimming,
SAM,Synchronized Swimming,
SAM,Table Tennis,
SAM,Taekwondo,
SAM,Tennis,
SAM,Trampoline Gymnastics,
SAM,Trampolining,
SAM,Triathlon,
SAM,Tug-Of-War,
SAM,Volleyball,
SAM,Water Polo,
SAM,Weightlifting,
SAM,Wrestling,
RWA,3x3 Basketball,
RWA,Aeronautics,
RWA,Alpinism,
RWA,Archery,
RWA,Art Competitions,
RWA,Artistic Gymnastics,
RWA,Artistic Swimming,
RWA,Athletics,
RWA,Badminton,
RWA,Baseball,
RWA,Baseball/Softball,
RWA,Basketball,
RWA,Basque Pelota,
RWA,Beach Volleyball,
RWA,Boxing,
RWA,Breaking,
RWA,Canoe Slalom,
RWA,Canoe Sprint,
RWA,Canoeing,
RWA,Cricket,
RWA,Croquet,
RWA,Cycling,
RWA,Cycling BMX Freestyle,
RWA,Cycling BMX Racing,
RWA,Cycling Mountain Bike,
RWA,Cycling Road,
RWA,Cycling Track,
RWA,Diving,
RWA,Equestrian,
RWA,Equestrianism,
RWA,Fencing,
RWA,Figure Skating,
RWA,Football,
RWA,Golf,
RWA,Gymnastics,
RWA,Handball,
RWA,Hockey,
RWA,Ice Hockey,
RWA,Jeu De Paume,
RWA,Judo,
RWA,Karate,
RWA,Lacrosse,
RWA,Marathon Swimming,
RWA,Modern Pentathlon,
RWA,Motorboating,
RWA,Polo,
RWA,Racquets,
RWA,Rhythmic Gymnastics,
RWA,Roque,
RWA,Rowing,
RWA,Rugby,
RWA,Rugby Sevens,
RWA,Sailing,
RWA,Shooting,
RWA,Skateboarding,
RWA,Softball,
RWA,Sport Climbing,
RWA,Surfing,
RWA,Swimming,
RWA,Synchronized Swimming,
RWA,Table Tennis,
RWA,Taekwondo,
RWA,Tennis,
RWA,Trampoline Gymnastics,
RWA,Trampolining,
RWA,Triathlon,
RWA,Tug-Of-War,
RWA,Volleyball,
RWA,Water Polo,
RWA,Weightlifting,
RWA,Wrestling,
CRO,Water Polo,0.04204451772464963
CRO,Handball,0.03691813804173355
CRO,Taekwondo,0.028846153846153848
CRO,Tennis,0.02577319587628866
CRO,Basketball,0.009819967266775777
CRO,Artistic Gymnastics,0.0078125
CRO,Rowing,0.007114135477884318
CRO,Sailing,0.00306044376434583
CRO,Shooting,0.0030075187969924814
CRO,Weightlifting,0.002785515320334262
CRO,Athletics,0.0013547076089410702
CRO,Judo,0.001326259946949602
CRO,Boxing,0.0009541984732824427
CRO,Gymnastics,0.0004438526409232135
CRO,Swimming,0.0002882675122513693
CRO,3x3 Basketball,
CRO,Aeronautics,
CRO,Alpinism,
CRO,Archery,
CRO,Art Competitions,
CRO,Artistic Swimming,
CRO,Badminton,
CRO,Baseball,
CRO,Baseball/Softball,
CRO,Basque Pelota,
CRO,Beach Volleyball,
CRO,Breaking,
CRO,Canoe Slalom,
CRO,Canoe Sprint,
CRO,Canoeing,
CRO,Cricket,
CRO,Croquet,
CRO,Cycling,
CRO,Cycling BMX Freestyle,
CRO,Cycling BMX Racing,
CRO,Cycling Mountain Bike,
CRO,Cycling Road,
CRO,Cycling Track,
CRO,Diving,
CRO,Equestrian,
CRO,Equestrianism,
CRO,Fencing,
CRO,Figure Skating,
CRO,Football,
CRO,Golf,
CRO,Hockey,
CRO,Ice Hockey,
CRO,Jeu De Paume,
CRO,Karate,
CRO,Lacrosse,
CRO,Marathon Swimming,
CRO,Modern Pentathlon,
CRO,Motorboating,
CRO,Polo,
CRO,Racquets,
CRO,Rhythmic Gymnastics,
CRO,Roque,
CRO,Rugby,
CRO,Rugby Sevens,
CRO,Skateboarding,
CRO,Softball,
CRO,Sport Climbing,
CRO,Surfing,
CRO,Synchronized Swimming,
CRO,Table Tennis,
CRO,Trampoline Gymnastics,
CRO,Trampolining,
CRO,Triathlon,
CRO,Tug-Of-War,
CRO,Volleyball,
CRO,Wrestling,
DMA,Athletics,0.00022578460149017836
DMA,3x3 Basketball,
DMA,Aeronautics,
DMA,Alpinism,
DMA,Archery,
DMA,Art Competitions,
DMA,Artistic Gymnastics,
DMA,Artistic Swimming,
DMA,Badminton,
DMA,Baseball,
DMA,Baseball/Softball,
DMA,Basketball,
DMA,Basque Pelota,
DMA,Beach Volleyball,
DMA,Boxing,
DMA,Breaking,
DMA,Canoe Slalom,
DMA,Canoe Sprint,
DMA,Canoeing,
DMA,Cricket,
DMA,Croquet,
DMA,Cycling,
DMA,Cycling BMX Freestyle,
DMA,Cycling BMX Racing,
DMA,Cycling Mountain Bike,
DMA,Cycling Road,
DMA,Cycling Track,
DMA,Diving,
DMA,Equestrian,
DMA,Equestrianism,
DMA,Fencing,
DMA,Figure Skating,
DMA,Football,
DMA,Golf,
DMA,Gymnastics,
DMA,Handball,
DMA,Hockey,
DMA,Ice Hockey,
DMA,Jeu De Paume,
DMA,Judo,
DMA,Karate,
DMA,Lacrosse,
DMA,Marathon Swimming,
DMA,Modern Pentathlon,
DMA,Motorboating,
DMA,Polo,
DMA,Racquets,
DMA,Rhythmic Gymnastics,
DMA,Roque,
DMA,Rowing,
DMA,Rugby,
DMA,Rugby Sevens,
DMA,Sailing,
DMA,Shooting,
DMA,Skateboarding,
DMA,Softball,
DMA,Sport Climbing,
DMA,Surfing,
DMA,Swimming,
DMA,Synchronized Swimming,
DMA,Table Tennis,
DMA,Taekwondo,
DMA,Tennis,
DMA,Trampoline Gymnastics,
DMA,Trampolining,
DMA,Triathlon,
DMA,Tug-Of-War,
DMA,Volleyball,
DMA,Water Polo,
DMA,Weightlifting,
DMA,Wrestling,
HAI,Rugby,0.006211180124223602
HAI,Shooting,0.0037593984962406013
HAI,Athletics,0.00022578460149017836
HAI,3x3 Basketball,
HAI,Aeronautics,
HAI,Alpinism,
HAI,Archery,
HAI,Art Competitions,
HAI,Artistic Gymnastics,
HAI,Artistic Swimming,
HAI,Badminton,
HAI,Baseball,
HAI,Baseball/Softball,
HAI,Basketball,
HAI,Basque Pelota,
HAI,Beach Volleyball,
HAI,Boxing,
HAI,Breaking,
HAI,Canoe Slalom,
HAI,Canoe Sprint,
HAI,Canoeing,
HAI,Cricket,
HAI,Croquet,
HAI,Cycling,
HAI,Cycling BMX Freestyle,
HAI,Cycling BMX Racing,
HAI,Cycling Mountain Bike,
HAI,Cycling Road,
HAI,Cycling Track,
HAI,Diving,
HAI,Equestrian,
HAI,Equestrianism,
HAI,Fencing,
HAI,Figure Skating,
HAI,Football,
HAI,Golf,
HAI,Gymnastics,
HAI,Handball,
HAI,Hockey,
HAI,Ice Hockey,
HAI,Jeu De Paume,
HAI,Judo,
HAI,Karate,
HAI,Lacrosse,
HAI,Marathon Swimming,
HAI,Modern Pentathlon,
HAI,Motorboating,
HAI,Polo,
HAI,Racquets,
HAI,Rhythmic Gymnastics,
HAI,Roque,
HAI,Rowing,
HAI,Rugby Sevens,
HAI,Sailing,
HAI,Skateboarding,
HAI,Softball,
HAI,Sport Climbing,
HAI,Surfing,
HAI,Swimming,
HAI,Synchronized Swimming,
HAI,Table Tennis,
HAI,Taekwondo,
HAI,Tennis,
HAI,Trampoline Gymnastics,
HAI,Trampolining,
HAI,Triathlon,
HAI,Tug-Of-War,
HAI,Volleyball,
HAI,Water Polo,
HAI,Weightlifting,
HAI,Wrestling,
MLT,3x3 Basketball,
MLT,Aeronautics,
MLT,Alpinism,
MLT,Archery,
MLT,Art Competitions,
MLT,Artistic Gymnastics,
MLT,Artistic Swimming,
MLT,Athletics,
